Temperature_C,Humidity_Percent,CO_ppm
22.52,72.37,8.83
-14.39,36.04,7.94
35.1,70.75,18.36
31.05,85.35,2.28
24.45,45.7,12.86
14.83,46.27,42.59
1.46,92.65,12.65
37.29,33.73,32.06
-0.55,91.73,20.51
6.23,46.36,34.94
19.67,38.38,9.58
4.88,25.36,19.03
14.15,73.02,40.56
31.89,52.72,19.48
13.66,55.46,21.87
7.32,23.05,15.25
16.66,16.91,13.82
1.79,21.98,11.39
39.23,28.09,40.83
-9.89,17.85,15.86
14.36,63.41,35.38
31.95,45.63,28.08
1.04,91.05,25.69
24.49,76.71,9.11
39.46,50.85,4.71
-8.61,45.63,30.57
6.49,91.87,38.33
1.22,41.99,1.3
9.78,52.28,12.54
-12.11,45.28,16.13
10.93,57.93,28.67
22.72,31.35,12.48
11.0,42.37,5.27
4.62,33.26,37.96
16.66,47.84,34.7
-14.37,44.69,29.69
6.45,30.63,22.63
35.5,81.54,20.17
-12.46,84.12,5.56
13.38,41.55,37.07
12.99,86.79,18.78
-6.26,45.26,10.27
-9.61,63.28,0.43
7.87,53.34,0.58
15.19,84.08,1.5
11.27,46.29,36.56
-11.68,80.56,32.06
29.26,73.85,40.01
36.44,77.33,36.57
33.03,40.88,39.93
13.3,25.46,10.77
35.38,17.48,13.96
24.93,22.67,40.77
9.49,46.85,43.18
39.98,39.55,21.24
-10.76,87.36,1.95
14.14,31.11,36.21
-7.57,72.12,32.31
-9.11,64.65,19.63
-3.79,75.65,41.05
16.27,45.48,26.58
-9.74,52.09,14.7
-8.99,92.23,35.01
31.78,75.53,34.1
8.06,74.71,25.46
12.32,31.68,8.3
-1.39,41.9,9.78
5.97,15.51,34.16
38.27,61.71,9.39
34.43,55.01,20.88
27.18,65.53,24.01
-14.16,26.22,22.47
15.11,80.19,18.29
29.49,86.1,5.96
39.36,27.08,14.82
26.79,18.39,32.57
26.42,65.99,45.0
-12.56,27.34,24.51
36.56,46.69,20.12
-4.14,67.97,29.38
5.63,42.11,4.08
31.88,51.97,39.13
23.37,35.43,41.6
27.06,35.47,7.54
17.32,86.35,36.14
-1.81,79.63,29.79
36.67,15.52,5.79
-3.45,31.67,28.71
-12.53,53.19,40.99
-14.29,70.36,40.54
-6.27,15.54,10.2
25.07,35.26,16.18
-12.04,52.54,8.88
-11.67,46.65,35.43
-4.57,57.37,13.73
23.3,53.18,14.6
34.0,24.28,33.0
38.15,44.95,24.17
24.91,35.74,20.19
35.71,23.51,37.67
15.25,68.67,43.61
15.61,38.6,12.85
28.55,70.88,7.68
1.69,23.19,17.45
8.61,37.73,12.23
16.7,60.58,43.14
-11.59,48.66,23.55
11.6,30.65,39.07
1.83,20.41,17.25
-10.34,71.44,4.48
-1.28,20.72,23.05
39.48,22.72,5.88
25.1,74.1,29.7
23.03,56.34,8.27
7.42,48.35,10.94
27.59,79.36,2.25
31.06,24.91,32.67
-10.22,77.08,9.65
4.37,73.54,42.87
34.18,28.29,31.32
8.3,67.09,6.04
13.04,83.97,6.22
-5.76,17.64,41.79
-10.1,81.16,31.22
37.33,72.88,9.17
-3.44,55.7,37.22
-7.57,26.48,42.67
28.41,62.18,37.75
-10.19,69.34,5.67
-6.59,84.35,44.23
32.08,19.27,21.46
33.84,88.12,20.2
20.96,83.97,13.77
21.83,25.77,37.22
-6.12,84.83,39.17
-14.27,20.93,18.7
20.46,69.77,9.88
33.01,35.09,40.79
-9.35,58.34,8.91
-9.09,86.09,31.76
-7.23,78.12,7.13
27.26,60.3,24.97
29.32,87.06,20.59
39.7,40.65,29.01
21.21,72.15,32.52
21.33,67.02,17.66
35.14,18.36,12.8
4.94,88.78,15.66
27.83,32.33,43.71
2.56,55.46,10.83
7.06,19.92,22.23
32.7,69.33,36.98
-6.04,21.82,30.22
39.64,47.85,39.63
12.04,31.08,34.6
18.68,30.36,20.3
21.08,61.52,24.01
5.89,66.03,4.93
31.77,65.07,33.64
17.53,49.06,7.24
35.89,54.79,27.54
37.0,32.39,35.83
23.55,25.48,37.0
24.61,24.16,0.02
9.06,89.56,7.65
-1.74,39.93,36.92
22.1,60.16,43.92
6.97,70.48,37.99
22.04,51.14,19.32
9.22,23.74,17.1
0.32,69.83,10.1
18.71,24.45,36.4
-9.97,87.45,4.5
25.66,43.05,6.47
32.46,60.91,29.68
-3.6,34.72,1.17
-1.31,62.55,37.41
8.29,44.26,34.31
5.03,89.55,20.73
35.25,17.42,38.68
4.31,85.02,19.75
39.14,18.89,5.71
21.47,56.83,41.92
5.94,30.31,21.27
-11.54,56.43,5.81
3.2,81.12,43.76
-10.76,28.49,37.21
-4.42,54.68,2.12
-8.77,32.6,33.22
23.31,37.73,39.01
4.58,91.12,1.38
35.0,86.51,40.68
2.2,28.0,0.98
4.58,51.43,37.98
-0.73,59.68,5.71
37.74,18.56,18.78
-6.99,29.99,35.9
-3.83,47.29,13.94
17.4,55.09,5.28
35.26,19.43,44.19
4.84,20.47,36.46
34.32,31.17,15.7
36.65,89.05,40.17
27.63,15.51,4.63
14.66,61.34,14.69
29.7,80.34,43.58
35.31,87.51,35.74
38.13,33.52,35.77
-6.9,61.95,12.06
22.77,88.33,7.55
-1.18,15.97,31.11
16.46,47.57,12.44
-10.07,40.78,42.94
-8.0,91.33,24.7
-8.09,53.41,7.29
4.08,20.77,19.27
9.79,48.31,19.05
26.51,66.19,43.12
34.79,50.12,3.31
19.79,67.99,41.9
2.35,40.44,35.39
9.36,87.55,41.82
4.06,60.26,29.18
17.55,62.25,42.89
19.55,92.96,37.22
28.66,37.46,20.4
-3.65,52.05,7.2
-5.28,80.54,9.36
13.67,20.88,11.12
-10.36,31.63,42.01
0.99,45.51,3.31
38.9,42.75,32.22
29.34,16.02,5.76
-3.28,88.58,28.66
-8.67,62.2,42.59
21.11,63.86,13.36
-3.63,62.41,13.45
0.96,29.3,25.17
16.58,53.59,13.15
13.28,73.93,36.29
-13.77,50.66,11.79
21.72,43.3,11.26
37.73,24.07,1.04
17.09,36.37,22.38
-0.9,72.78,41.36
9.71,16.67,23.58
2.72,32.38,27.43
1.06,36.04,33.74
25.58,47.96,17.33
26.23,82.22,15.93
-5.47,92.07,18.13
23.4,43.96,7.89
28.24,55.84,31.97
0.29,26.04,29.37
39.16,89.37,10.01
23.34,45.25,43.91
17.18,80.52,14.05
31.36,25.53,43.43
24.97,59.14,7.4
17.73,68.18,20.97
21.87,67.32,29.82
17.69,51.42,4.96
32.46,68.65,27.21
-10.06,48.71,17.25
-10.25,43.19,20.43
1.02,39.42,23.13
11.73,42.41,21.31
32.68,78.1,7.87
19.4,28.0,44.75
11.72,47.21,33.91
-7.58,83.56,8.73
14.95,78.85,0.12
-7.11,88.56,4.65
5.54,48.27,25.86
7.89,87.96,16.45
-5.1,29.03,38.31
35.94,86.68,22.77
4.6,66.91,21.45
7.05,17.67,28.13
25.89,34.74,10.46
15.76,66.5,35.13
-0.38,18.59,10.69
10.7,50.54,22.87
-0.59,20.49,26.88
7.24,35.75,20.2
-10.89,80.67,9.05
35.52,66.24,28.14
36.09,92.3,15.83
-3.64,17.91,8.74
36.76,40.57,3.14
13.1,54.1,25.6
-13.75,49.35,3.62
-4.17,35.04,11.55
18.88,37.16,4.82
12.97,58.09,38.83
8.37,30.59,13.58
0.59,45.45,14.96
35.06,86.97,0.53
2.82,52.17,21.34
-8.41,63.51,44.94
19.6,37.08,7.87
15.99,85.74,20.58
30.09,89.84,32.53
36.52,35.59,32.16
37.04,54.59,25.0
22.63,18.55,33.36
-9.38,37.8,21.81
-12.92,29.11,12.36
5.33,50.87,12.35
30.15,53.79,19.08
25.55,41.52,15.93
4.95,27.75,18.74
34.26,54.07,10.96
-11.63,21.93,23.24
-3.01,61.36,2.74
13.27,70.06,26.68
-5.69,42.85,37.52
11.2,63.52,31.31
30.9,85.39,24.38
-7.1,82.68,13.38
30.7,81.96,22.85
32.19,63.03,15.89
21.84,57.85,40.64
-11.22,83.19,17.82
-10.37,22.61,7.02
4.99,59.44,30.55
8.1,87.02,37.34
-6.11,28.31,40.46
18.55,32.19,6.25
3.61,92.92,33.32
22.46,22.99,4.85
2.24,35.95,22.9
13.08,43.92,11.93
-8.88,81.28,26.07
34.89,34.97,21.52
-0.01,36.81,1.57
29.27,45.32,29.31
-11.87,50.39,12.0
31.77,40.83,16.68
-12.84,38.67,15.75
33.0,73.19,33.61
-5.21,80.51,37.07
12.94,68.72,31.39
-11.91,15.23,35.6
-6.72,21.79,38.95
1.43,83.81,36.95
-4.33,59.35,31.29
9.85,81.12,19.43
29.44,82.67,27.12
-7.41,44.67,6.65
19.1,67.55,13.61
8.67,64.73,36.01
-11.64,19.74,21.53
31.17,61.67,11.92
24.83,67.96,40.4
20.43,71.92,15.71
-5.13,41.58,10.47
-8.25,89.46,36.55
34.85,61.95,10.25
34.69,30.95,42.0
-3.19,79.14,2.84
3.75,57.77,40.96
-0.81,22.48,10.57
21.11,61.62,40.07
0.18,87.19,30.49
3.53,33.81,29.6
10.56,72.67,11.45
4.25,42.97,15.37
25.48,18.55,4.29
2.71,38.39,2.86
21.38,32.01,23.72
30.49,80.71,24.74
33.34,21.25,2.89
24.16,51.88,33.89
-7.57,72.19,2.1
-1.67,32.04,10.66
22.34,91.67,21.97
12.09,75.37,22.0
18.94,73.59,21.9
-6.45,49.1,30.3
-5.66,77.8,21.18
17.46,53.08,25.55
-7.03,84.7,13.23
17.34,58.47,25.8
1.65,36.28,4.84
32.65,26.55,7.53
9.81,35.32,21.68
31.24,15.45,36.31
39.04,21.59,27.42
-9.68,33.08,39.75
-8.46,46.3,39.82
0.99,25.52,7.46
-12.68,64.06,13.75
-1.17,86.21,3.97
32.36,59.19,5.89
28.98,82.13,37.04
-4.31,78.27,0.06
-4.47,60.7,24.23
3.35,33.24,22.59
20.99,53.05,8.62
23.54,58.42,38.57
39.27,63.35,41.36
9.18,83.43,36.82
35.97,86.57,10.85
-8.99,50.68,41.46
-13.97,23.22,44.32
30.15,25.32,42.0
19.43,58.41,39.24
-11.43,47.4,5.65
6.57,45.1,34.63
29.33,30.48,26.92
2.01,83.1,21.88
38.1,51.29,26.21
22.62,55.88,31.35
24.83,33.4,3.58
39.31,34.85,3.26
27.01,88.76,22.36
22.45,79.99,17.93
20.29,79.23,12.26
32.06,62.42,7.12
21.15,39.17,16.91
-14.68,89.76,1.92
22.56,66.55,19.39
11.22,28.35,32.4
18.0,76.95,18.18
12.13,24.68,2.53
-13.76,64.61,24.72
33.63,87.82,15.7
35.31,52.54,14.32
10.56,81.31,30.41
33.53,45.57,28.59
34.53,20.19,10.62
29.41,52.92,3.04
39.18,45.32,38.52
-6.24,43.3,25.06
9.09,83.83,29.6
7.38,56.74,30.54
35.31,79.13,5.52
-5.26,63.67,42.32
27.39,53.78,25.99
-5.89,30.14,39.52
26.19,39.75,8.33
25.0,58.9,39.16
17.01,46.04,43.03
-1.06,20.03,38.38
27.87,83.73,5.8
32.9,82.04,5.17
-13.37,53.66,42.82
28.96,61.31,4.83
7.8,54.95,32.46
13.01,83.63,8.59
-13.25,71.38,23.68
-9.86,58.37,22.65
1.54,31.27,22.55
15.94,92.04,1.8
32.72,61.12,30.61
32.59,67.5,27.83
37.69,68.09,28.75
-14.61,90.83,14.99
7.7,88.48,24.53
39.41,77.92,37.29
14.57,20.22,34.49
1.97,39.4,43.41
29.95,25.79,24.96
11.88,43.8,7.35
9.97,23.14,36.11
23.15,44.07,1.31
-9.26,85.2,25.34
6.18,54.66,33.59
17.58,27.49,22.3
23.28,51.11,36.27
-13.09,19.95,39.48
-10.3,23.29,31.88
-1.4,30.37,43.36
11.41,72.67,18.55
13.86,34.24,36.04
6.64,74.84,44.91
-12.08,85.18,22.89
13.72,37.72,18.68
-11.81,49.71,33.31
3.26,21.27,22.3
19.54,51.2,18.43
2.18,83.38,10.49
-10.52,92.62,5.16
14.46,73.88,13.16
-6.78,33.55,29.8
35.42,22.02,31.93
1.81,25.88,10.77
8.07,22.4,14.64
18.37,17.45,38.5
17.39,89.67,8.12
39.82,54.32,33.97
-14.42,30.24,11.34
6.97,30.3,18.2
-7.28,71.73,22.86
36.53,19.27,8.15
38.15,42.51,37.52
3.31,24.42,4.97
18.99,52.21,0.46
-7.55,89.75,18.51
33.55,24.16,17.62
8.65,71.36,35.48
13.61,76.7,9.0
-7.05,71.24,32.2
32.15,82.89,40.1
14.92,41.35,35.86
25.56,63.0,1.54
8.8,49.98,2.2
14.47,61.59,17.67
-10.22,48.22,42.79
15.63,89.88,26.51
5.8,19.58,30.23
34.63,76.17,15.26
19.13,84.93,6.2
0.07,50.72,13.39
-6.82,51.45,38.03
22.82,59.64,1.66
26.95,63.52,23.92
1.38,35.81,17.08
22.44,43.43,14.62
39.36,18.72,21.64
10.74,61.81,39.81
-2.37,35.24,22.62
1.69,38.48,39.15
-12.03,19.37,16.16
33.7,25.36,7.83
3.62,23.32,44.22
28.17,77.25,8.54
29.21,24.85,37.15
30.69,71.16,32.94
-1.09,91.09,14.42
-13.2,78.21,7.55
34.96,74.36,35.96
4.72,48.62,5.94
29.25,17.51,17.45
39.75,35.04,22.26
-10.18,63.57,7.76
29.02,28.14,31.95
9.29,53.07,25.84
-8.78,34.08,3.24
25.92,57.83,21.19
32.78,49.13,21.85
-13.05,46.03,19.7
33.72,25.54,36.7
7.34,46.93,0.55
3.06,20.78,29.93
-13.8,34.68,32.39
-1.88,49.78,1.12
15.06,74.6,7.83
-13.76,59.18,17.9
14.75,28.39,9.05
6.58,28.65,29.88
-5.47,40.97,8.38
2.2,79.23,13.85
22.35,66.16,32.18
-7.83,90.52,11.74
-12.61,41.76,19.68
11.98,83.86,43.32
7.58,71.82,13.01
0.28,47.74,4.54
20.99,43.34,44.51
-8.09,49.35,37.55
-11.9,54.09,8.78
33.63,48.82,37.16
-9.0,38.45,32.58
-8.35,90.96,44.24
-12.46,43.95,39.78
37.64,15.54,10.25
14.78,52.47,5.4
2.8,45.44,44.42
-0.76,24.35,19.91
20.86,30.68,6.79
14.51,53.85,42.53
3.86,47.14,13.32
-8.69,45.81,18.44
-5.95,52.92,34.22
12.01,23.82,40.17
20.57,57.2,37.95
36.08,82.71,2.28
8.61,63.16,0.5
-12.18,78.69,18.68
-5.04,31.95,27.0
5.08,30.38,23.16
-1.95,67.28,8.08
1.27,80.69,0.33
12.91,58.95,4.7
29.2,62.69,19.81
-14.94,85.88,34.37
20.38,17.19,2.0
12.47,54.79,8.49
-8.77,61.11,30.42
-1.93,57.35,38.47
23.61,30.32,37.37
34.2,67.75,1.38
34.6,70.15,37.24
4.61,28.59,28.61
17.9,21.36,5.46
7.15,79.95,24.51
8.73,31.17,9.47
-5.32,25.75,43.38
15.11,25.93,6.69
-0.77,57.78,27.47
24.62,73.17,8.27
38.38,59.24,6.44
0.46,26.25,5.96
14.03,20.29,2.11
24.45,81.58,17.4
24.71,37.04,28.91
20.93,76.34,38.87
-0.44,65.47,23.42
15.58,39.05,11.24
24.31,52.34,20.76
12.48,79.12,32.93
34.93,87.61,21.07
26.24,34.78,31.63
36.2,77.77,18.43
16.13,36.98,5.61
-10.9,33.08,26.07
33.74,56.01,24.13
32.56,35.66,6.63
-3.61,82.8,20.9
-2.46,16.55,22.44
15.43,30.38,37.26
-12.14,61.14,23.83
-8.48,59.9,2.07
3.92,32.92,7.91
14.01,75.48,44.97
37.12,23.87,28.44
17.94,57.1,13.77
-10.11,62.06,21.15
17.78,41.62,34.88
18.06,69.2,4.64
34.43,23.57,29.24
-0.85,90.2,40.72
14.12,28.19,35.05
1.25,37.3,31.18
-5.2,84.65,44.85
24.68,86.1,14.88
25.46,73.31,30.47
30.53,30.15,24.33
-2.22,43.48,2.4
13.61,65.81,24.52
9.78,71.04,11.94
31.98,66.57,21.66
18.65,54.63,17.01
3.92,61.79,0.76
36.97,81.08,9.92
14.45,65.0,19.13
30.81,16.73,40.68
-7.14,25.78,17.88
3.89,54.81,21.0
25.37,52.02,33.49
16.01,87.73,8.4
38.5,82.11,28.41
-11.08,49.56,14.43
-14.44,84.33,19.36
37.56,90.92,1.9
2.73,83.49,15.95
-10.13,28.57,2.53
-8.47,70.98,39.95
32.1,27.52,44.53
9.29,61.47,26.41
1.4,81.6,9.05
4.28,46.22,25.2
31.92,69.02,41.85
8.95,70.5,30.87
9.99,63.95,4.0
-13.17,15.97,9.0
0.6,72.43,37.79
0.9,26.77,0.55
20.74,39.18,28.14
35.81,49.09,40.7
25.28,52.26,18.25
26.99,62.02,34.33
8.17,66.15,12.63
-1.65,15.33,44.09
-0.26,22.4,36.59
1.33,81.27,6.47
26.92,19.44,15.67
7.72,42.2,10.96
15.81,82.81,32.31
34.08,73.6,23.54
0.72,18.9,16.54
37.76,62.18,25.24
38.03,78.27,41.65
8.75,48.0,28.13
-9.75,46.28,29.93
12.75,19.51,30.06
8.84,85.56,39.82
8.99,41.66,37.75
-9.77,70.61,34.67
27.93,41.98,2.69
26.42,73.51,42.08
5.83,74.65,27.06
-12.48,67.69,27.32
10.89,62.68,39.48
-14.51,51.2,15.2
-3.07,28.68,12.94
25.07,68.78,34.98
13.3,59.51,41.32
35.58,66.28,13.24
-4.83,20.87,31.54
12.75,69.73,17.38
32.31,30.48,4.28
36.6,62.13,31.02
-11.27,60.37,32.66
30.77,27.36,20.94
19.4,69.09,1.34
2.17,75.75,38.98
-13.14,75.38,33.89
17.13,36.62,29.95
-10.72,32.23,21.01
21.13,71.98,7.12
33.54,77.08,11.34
39.77,15.83,40.51
-9.17,21.97,4.88
2.05,65.25,14.89
32.14,38.47,39.43
32.8,38.93,27.65
1.11,64.44,22.75
28.28,26.17,21.44
19.61,87.24,38.17
6.43,85.85,19.38
0.52,41.88,34.21
-2.91,31.45,16.17
17.39,69.38,10.67
-2.25,88.72,12.57
14.92,81.52,0.74
-13.02,32.63,17.57
38.3,84.83,30.8
-14.88,42.13,8.17
-9.98,37.07,10.76
37.12,91.7,18.27
31.96,50.87,43.57
14.56,59.68,37.25
19.68,61.97,19.36
35.54,59.66,19.9
30.6,15.46,20.16
18.72,89.64,33.74
-9.1,77.98,44.83
35.99,41.28,41.07
-8.43,24.0,0.45
-6.04,28.14,31.42
3.87,91.9,6.11
-14.54,75.13,37.86
20.82,20.08,7.48
-6.4,28.07,43.74
18.89,35.85,19.36
14.95,49.85,17.99
-1.08,42.2,8.82
-7.97,50.98,37.53
29.7,82.72,18.41
5.99,21.03,20.59
-1.93,20.16,39.97
21.09,32.93,40.06
15.85,72.27,35.18
6.89,87.6,35.8
32.86,60.77,33.75
24.36,57.3,17.98
1.34,85.32,0.63
-5.86,22.53,30.92
16.94,86.03,21.6
8.36,74.9,30.93
35.34,45.16,28.48
26.59,73.61,1.46
39.5,79.76,39.48
16.58,46.67,41.94
-6.84,73.51,39.56
21.97,85.96,7.68
6.11,29.69,12.43
16.85,26.33,24.08
16.89,35.65,30.56
-6.77,25.39,42.77
27.57,28.87,24.54
31.89,45.04,44.84
38.12,31.33,37.54
0.35,92.13,14.2
18.74,66.54,32.21
8.45,88.71,9.68
35.58,67.8,13.39
30.4,26.94,17.02
15.42,90.4,16.9
18.16,89.81,30.7
-3.64,64.17,16.22
8.93,42.07,23.93
10.87,51.58,43.09
-5.96,87.96,9.93
-7.65,25.45,19.16
10.81,89.19,6.67
37.97,60.87,3.99
4.39,31.82,17.24
39.24,45.42,15.31
19.26,82.19,15.49
14.72,43.59,22.95
31.38,20.19,5.11
15.75,19.28,2.74
-13.55,21.64,31.01
18.05,29.94,43.23
-6.95,78.86,39.21
-7.78,28.83,31.71
20.57,65.15,14.74
-6.16,57.57,29.49
-6.05,44.46,38.47
16.0,40.85,3.91
-1.92,59.65,35.13
-11.56,46.55,39.88
35.03,25.47,41.79
15.16,44.16,39.38
1.78,79.91,26.43
-13.68,61.17,26.91
30.67,24.29,13.57
33.35,19.74,8.17
19.53,40.19,14.36
5.25,51.71,20.45
14.82,52.66,0.46
-7.42,15.57,23.79
13.75,58.29,2.99
-8.71,92.02,43.19
-14.81,25.24,12.75
16.54,69.88,27.96
10.27,25.5,44.98
-2.9,50.73,14.83
34.63,62.53,7.74
11.28,60.54,36.16
22.62,21.73,10.34
-13.32,56.97,25.76
1.45,34.7,30.55
-10.58,30.98,29.51
1.47,77.36,21.51
16.74,42.86,42.99
12.87,31.61,41.43
36.2,54.73,21.94
35.11,49.81,4.75
-4.64,37.18,18.34
8.0,38.05,41.76
34.27,91.36,14.24
35.41,53.37,12.26
14.31,18.34,33.68
37.77,77.35,5.98
10.34,72.64,37.83
37.76,48.96,22.02
33.87,56.78,24.08
0.42,83.6,20.08
-11.37,22.23,3.03
-4.61,58.01,8.98
6.94,37.33,43.81
6.22,76.84,29.72
22.04,63.62,22.0
7.08,67.31,9.68
2.36,28.47,11.09
-6.96,80.92,10.51
34.75,68.8,33.46
5.07,69.0,5.59
-5.21,15.92,40.9
14.81,84.67,23.71
-2.53,78.93,37.48
37.69,17.45,12.5
-9.24,81.56,13.69
12.58,78.93,34.16
16.48,67.91,24.33
-0.34,70.13,9.69
24.61,38.73,16.84
36.2,30.76,28.91
-0.76,24.63,14.61
17.12,92.08,22.84
17.69,53.1,32.95
18.62,58.2,3.6
23.33,87.67,14.37
-14.55,30.66,28.28
-5.22,22.7,39.84
11.31,60.04,38.11
0.24,73.62,37.37
25.23,33.99,29.63
-7.78,65.43,16.48
12.43,35.9,23.68
19.11,32.34,36.95
-4.13,20.44,35.31
29.43,58.81,16.3
36.62,55.53,29.99
26.91,30.05,26.56
10.64,34.55,35.02
20.03,62.47,29.75
30.0,42.58,21.16
-3.31,82.62,24.93
26.21,27.28,36.25
5.24,17.41,40.19
1.98,69.51,16.22
17.59,89.65,17.92
30.88,42.1,3.63
-0.86,86.59,26.54
2.61,48.98,18.66
32.36,63.97,5.3
-11.11,90.6,20.45
4.38,25.66,0.9
38.89,19.63,23.93
2.7,70.89,27.97
-1.61,30.66,32.1
37.43,54.87,7.28
-1.64,85.63,38.38
1.82,67.84,6.62
21.68,80.46,9.0
-7.98,65.33,16.97
11.53,40.73,37.51
-7.17,24.1,0.53
18.85,32.95,37.05
26.53,77.36,2.44
12.29,44.47,32.49
31.91,28.31,28.71
2.57,25.24,32.34
16.91,85.91,22.82
9.68,59.63,0.73
1.8,21.84,27.52
3.61,74.15,29.05
0.94,31.61,17.79
-4.72,71.89,37.82
37.33,78.4,44.81
3.76,65.35,41.81
38.43,79.14,7.74
18.91,75.34,30.44
-3.52,46.34,12.41
-11.15,38.67,6.3
23.52,63.39,8.44
24.86,34.03,16.07
6.77,15.83,37.35
17.9,37.12,31.21
32.27,22.19,0.37
33.82,81.78,2.33
-2.63,68.06,5.85
-1.99,40.94,28.78
17.9,60.9,38.55
24.49,64.35,25.45
-4.19,43.04,19.41
-14.95,33.48,41.07
-2.91,92.99,35.52
37.23,89.14,38.79
9.3,44.29,43.11
36.16,34.27,28.79
37.44,39.98,3.77
19.78,18.69,2.0
-11.6,36.44,38.74
-7.51,37.73,10.26
5.33,26.93,23.11
27.02,19.55,19.58
9.93,66.51,5.04
-12.38,30.69,13.18
13.89,91.56,10.37
-14.3,62.53,41.94
35.31,47.06,34.91
22.12,58.18,25.8
36.59,40.61,1.9
15.62,78.23,7.89
6.15,15.28,40.9
28.79,60.07,9.88
8.67,81.8,19.0
36.42,87.36,9.84
25.81,66.64,8.14
-10.1,69.03,39.21
27.58,71.91,44.28
29.23,26.46,28.88
-13.16,59.67,4.19
-12.65,80.25,1.57
-8.01,70.88,34.2
26.9,21.5,31.73
39.12,59.37,37.25
30.13,19.02,14.52
24.93,30.82,1.2
9.07,82.97,42.78
21.37,74.23,25.49
1.09,19.93,31.21
12.71,56.83,7.25
5.43,74.7,24.43
5.16,84.77,8.46
-9.39,19.16,1.58
12.23,53.76,11.93
-3.48,71.55,29.4
15.84,88.12,24.36
2.09,90.33,26.82
-5.02,75.53,21.41
29.14,79.3,29.85
22.36,73.63,7.78
33.64,69.29,28.75
18.51,55.3,41.95
-5.53,42.93,19.61
9.17,65.61,23.47
30.2,21.09,13.65
38.75,80.96,0.46
24.19,50.31,17.05
-7.11,76.48,20.99
23.35,18.36,34.13
39.31,15.08,22.43
22.38,68.84,29.81
20.91,85.34,32.03
35.66,59.11,35.35
28.85,18.47,38.78
27.58,87.89,35.42
29.98,29.74,9.41
-10.1,93.0,35.87
23.11,43.03,25.07
31.96,77.02,8.21
29.98,53.8,10.34
-7.01,36.09,11.47
2.52,59.2,38.78
13.06,88.9,10.16
0.07,50.91,25.68
-1.8,45.44,44.67
29.19,64.53,13.13
28.64,71.49,27.11
34.59,25.04,18.64
15.87,22.21,29.15
12.2,43.17,34.85
32.27,43.16,3.97
31.83,36.19,21.11
4.31,44.2,0.53
16.05,63.3,37.98
36.49,57.63,15.41
-11.66,88.52,31.67
-13.41,20.59,4.69
-11.5,28.6,12.2
0.45,38.85,15.24
31.34,52.6,27.59
10.13,39.6,25.83
0.49,85.86,44.6
25.85,67.58,18.66
22.06,71.17,18.83
-13.99,67.28,3.15
-9.58,53.34,33.3
0.23,31.23,18.09
30.81,87.24,15.53
37.28,35.27,41.51
13.35,32.41,8.13
-4.32,27.07,1.29
15.95,18.47,43.29
-13.23,62.17,4.17
17.1,36.22,11.54
4.1,83.05,40.94
14.13,19.35,36.96
25.74,88.13,38.51
-4.2,52.07,37.42
36.19,87.12,35.43
0.32,48.07,33.25
18.33,83.33,41.41
16.54,67.96,8.11
0.62,51.91,43.25
-11.12,49.9,43.1
20.53,45.75,18.19
35.29,29.27,27.39
4.61,74.69,41.45
16.83,83.44,3.28
-2.66,52.38,2.4
16.08,48.56,1.12
-0.57,73.89,9.5
37.92,22.14,34.53
-9.76,42.45,40.85
4.01,82.12,5.84
-0.79,75.13,36.26
6.31,90.71,22.47
14.0,23.84,24.32
8.17,89.74,28.32
21.04,61.08,0.77
28.4,24.1,44.84
-5.31,18.14,24.01
-14.0,33.21,19.22
36.64,83.66,9.36
4.95,23.45,15.33
17.58,30.29,31.31
-6.31,37.98,44.14
27.41,78.53,17.12
8.66,85.75,9.03
21.83,49.03,9.66
16.89,21.29,37.5
28.77,86.98,40.73
-7.81,34.16,11.53
18.71,20.51,24.79
35.81,65.65,19.38
-6.0,46.73,31.66
16.73,35.97,43.81
37.8,17.9,9.3
-9.09,17.95,7.5
-12.62,48.56,17.09
-4.54,45.89,36.78
-13.8,28.54,23.19
16.35,92.55,29.08
22.55,45.2,43.0
-14.7,23.62,30.43
9.68,58.63,5.98
5.47,58.23,8.86
27.3,38.57,7.15
28.07,87.12,38.32
25.48,84.49,4.29
-14.91,53.9,8.0
-4.65,74.78,37.31
-14.46,30.17,2.57
39.46,48.02,1.61
36.44,63.36,33.01
13.55,68.99,25.91
-2.64,54.27,29.67
17.78,23.9,34.62
-1.86,15.09,20.53
8.4,34.95,3.47
31.75,78.81,36.95
12.9,24.54,41.22
32.01,65.65,29.9
32.76,75.79,33.02
15.27,36.23,29.13
31.41,76.84,41.05
9.23,88.49,24.83
33.39,43.45,25.03
-6.73,49.01,25.55
6.58,42.3,7.85
35.77,80.01,14.8
-4.34,74.66,23.42
26.54,26.35,18.58
6.87,28.78,8.97
28.35,52.0,1.0
2.05,41.07,15.35
11.86,42.67,11.94
-9.8,30.41,13.46
14.46,49.79,43.99
-2.26,79.28,44.24
-4.58,51.62,37.81
-2.14,41.5,8.02
26.51,18.63,3.29
12.0,33.61,10.16
-7.62,72.58,4.4
11.38,20.04,30.48
36.42,44.78,4.37
34.72,80.86,39.61
-7.32,61.79,31.41
12.05,36.18,17.82
12.31,42.16,15.95
26.37,85.56,41.68
14.54,48.68,42.99
-9.33,78.13,33.57
38.34,46.01,15.1
35.31,78.11,33.96
15.43,17.39,15.63
2.28,78.27,18.72
4.21,49.85,26.82
